order_id,customer_id,order_date,status
907,77,2025-09-29,Completed
908,95,2025-08-27,Returned
909,124,2025-12-04,Completed
910,440,2025-06-10,Completed
911,469,2025-11-24,Completed
912,212,2026-03-05,Cancelled
913,272,2026-02-28,Completed
914,125,2025-09-08,Completed
915,170,2025-03-03,Completed
916,434,2025-11-10,Completed
917,275,2024-11-09,Completed
918,138,2024-09-28,Cancelled
919,310,2026-06-27,Returned
920,448,2024-09-16,Completed
921,412,2025-02-15,Returned
922,287,2026-06-25,Completed
923,107,2025-12-10,Completed
924,490,2025-06-13,Completed
925,480,2025-03-11,Completed
926,383,2024-12-05,Cancelled
927,357,2025-04-12,Returned
928,105,2026-07-28,Cancelled
929,283,2025-04-09,Completed
930,195,2025-05-23,Cancelled
931,333,2026-02-04,Completed
932,134,2025-06-18,Completed
933,452,2026-01-14,Cancelled
934,51,2025-11-27,Cancelled
935,469,2025-06-30,Completed
936,161,2025-08-21,Cancelled
937,289,2024-09-22,Completed
938,9,2025-01-03,Completed
939,479,2026-02-24,Returned
940,369,2026-03-23,Cancelled
941,79,2025-06-05,Completed
942,118,2025-07-10,Cancelled
943,427,2026-03-13,Completed
944,282,2025-12-31,Completed
945,391,2025-04-27,Cancelled
946,379,2026-05-26,Cancelled
947,87,2025-11-21,Completed
948,72,2025-01-27,Returned
949,95,2025-12-20,Returned
950,491,2026-05-26,Completed
951,18,2026-01-25,Completed
952,25,2026-06-22,Completed
953,71,2025-10-03,Completed
954,363,2024-10-15,Completed
955,112,2024-08-16,Returned
956,192,2025-11-16,Completed
957,327,2026-05-01,Returned
958,338,2025-12-14,Cancelled
959,4,2024-08-23,Returned
960,211,2026-02-22,Completed
961,272,2024-08-24,Completed
962,147,2026-02-06,Completed
963,417,2026-01-03,Cancelled
964,55,2025-02-06,Completed
965,77,2026-01-25,Completed
966,318,2025-02-19,Returned
967,418,2025-04-22,Completed
968,408,2025-05-07,Cancelled
969,192,2024-10-26,Cancelled
970,290,2025-11-20,Completed
971,116,2026-07-21,Completed
972,424,2026-07-08,Completed
973,440,2026-06-07,Completed
974,208,2024-11-10,Cancelled
975,283,2025-08-28,Cancelled
976,327,2024-10-03,Completed
977,88,2026-07-27,Completed
978,433,2025-12-31,Cancelled
979,402,2026-05-29,Completed
980,440,2026-03-09,Completed
981,471,2026-01-29,Completed
982,109,2025-03-30,Returned
983,139,2025-12-06,Completed
984,351,2024-10-22,Completed
985,289,2026-02-14,Completed
986,476,2025-02-06,Completed
987,493,2024-08-23,Completed
988,74,2026-03-31,Cancelled
989,154,2024-10-24,Completed
990,124,2026-03-07,Returned
991,347,2025-09-09,Returned
992,197,2025-07-12,Completed
993,371,2026-07-13,Completed
994,382,2026-01-01,Completed
995,51,2024-09-30,Cancelled
996,430,2025-04-01,Completed
997,310,2025-07-21,Returned
998,204,2026-04-08,Completed
999,325,2024-09-06,Completed
1000,252,2025-11-11,Completed
1001,284,2025-08-06,Cancelled
1002,96,2025-10-23,Returned
1003,195,2026-06-14,Completed
1004,152,2026-05-02,Completed
1005,43,2024-10-21,Completed
1006,195,2025-01-11,Completed
1007,163,2025-09-09,Completed
1008,47,2024-11-24,Completed
1009,228,2025-06-18,Completed
1010,53,2025-05-10,Completed
1011,96,2024-11-04,Cancelled
1012,286,2025-11-09,Returned
1013,209,2026-01-13,Completed
1014,46,2024-09-02,Completed
1015,48,2026-02-25,Returned
1016,402,2026-04-11,Completed
1017,7,2025-09-05,Completed
1018,199,2025-10-04,Completed
1019,464,2026-03-02,Completed
1020,267,2026-03-15,Completed
1021,195,2026-07-09,Completed
1022,138,2024-12-27,Completed
1023,253,2025-05-08,Completed
1024,86,2024-10-10,Cancelled
1025,216,2025-05-16,Completed
1026,401,2025-12-15,Completed
1027,129,2025-08-11,Completed
1028,254,2026-05-09,Returned
1029,101,2026-04-30,Cancelled
1030,70,2024-11-24,Completed
1031,486,2024-08-13,Cancelled
1032,431,2025-07-13,Returned
1033,412,2025-08-31,Completed
1034,172,2025-10-31,Cancelled
1035,499,2026-06-04,Returned
1036,154,2024-12-24,Completed
1037,486,2026-04-16,Completed
1038,161,2025-12-10,Completed
1039,496,2025-09-18,Completed
1040,377,2025-06-01,Cancelled
1041,401,2026-03-19,Completed
1042,193,2025-07-06,Completed
1043,187,2025-09-13,Completed
1044,103,2026-03-07,Returned
1045,93,2026-02-16,Returned
1046,488,2024-09-03,Cancelled
1047,108,2026-08-02,Cancelled
1048,426,2025-06-01,Completed
1049,345,2025-09-29,Cancelled
1050,325,2024-12-27,Completed
1051,130,2025-04-11,Completed
1052,405,2025-10-14,Cancelled
1053,230,2024-10-21,Returned
1054,299,2025-12-10,Cancelled
1055,260,2026-02-05,Cancelled
1056,19,2026-02-14,Completed
1057,459,2026-07-26,Returned
1058,327,2026-04-07,Completed
1059,394,2024-11-26,Completed
1060,341,2026-06-11,Completed
1061,332,2025-01-24,Returned
1062,289,2024-09-21,Cancelled
1063,495,2025-07-12,Cancelled
1064,6,2024-11-23,Completed
1065,114,2025-04-28,Returned
1066,286,2026-01-20,Returned
1067,295,2026-07-12,Completed
1068,192,2025-11-06,Cancelled
1069,396,2025-11-24,Returned
1070,257,2026-07-15,Completed
1071,13,2025-07-26,Cancelled
1072,152,2024-11-22,Cancelled
1073,60,2024-11-02,Completed
1074,160,2025-07-29,Completed
1075,402,2025-11-16,Completed
1076,248,2026-01-22,Completed
1077,50,2025-12-07,Cancelled
1078,232,2026-07-21,Completed
1079,154,2024-10-14,Completed
1080,59,2026-08-04,Completed
1081,332,2025-07-24,Completed
1082,410,2026-07-01,Completed
1083,265,2025-04-13,Completed
1084,82,2026-02-23,Completed
1085,219,2026-03-03,Cancelled
1086,409,2025-04-01,Cancelled
1087,95,2026-05-13,Completed
1088,337,2026-05-24,Cancelled
1089,15,2025-09-16,Returned
1090,231,2025-02-25,Returned
1091,200,2025-10-20,Completed
1092,110,2026-07-29,Completed
1093,386,2025-05-19,Completed
1094,53,2026-03-21,Returned
1095,188,2025-02-14,Completed
1096,235,2025-02-24,Completed
1097,344,2025-05-02,Cancelled
1098,495,2026-01-29,Completed
1099,199,2026-04-10,Returned
1100,301,2025-09-12,Completed
1101,181,2025-07-29,Cancelled
1102,89,2026-05-01,Completed
1103,303,2026-04-28,Completed
1104,69,2026-06-26,Completed
1105,123,2024-12-05,Completed
1106,94,2024-12-04,Completed
1107,73,2026-07-18,Returned
1108,215,2025-09-08,Returned
1109,295,2024-12-26,Cancelled
1110,96,2025-10-14,Cancelled
1111,276,2026-05-19,Completed
1112,86,2026-02-26,Cancelled
1113,72,2025-05-29,Completed
1114,432,2025-06-25,Cancelled
1115,28,2026-05-03,Completed
1116,249,2024-08-16,Completed
1117,418,2025-02-22,Cancelled
1118,259,2026-03-05,Cancelled
1119,351,2025-09-29,Cancelled
1120,364,2025-10-06,Cancelled
1121,86,2025-12-20,Completed
1122,16,2026-03-08,Completed
1123,17,2025-06-02,Completed
1124,276,2025-03-25,Completed
1125,400,2025-01-26,Cancelled
1126,381,2026-03-09,Cancelled
1127,262,2026-02-20,Completed
1128,59,2026-03-16,Completed
1129,422,2026-02-14,Completed
1130,422,2026-02-13,Completed
1131,280,2025-11-01,Completed
1132,53,2025-10-16,Completed
1133,448,2025-06-07,Completed
1134,135,2025-11-10,Completed
1135,225,2024-11-04,Completed
1136,108,2025-04-06,Returned
1137,180,2026-07-13,Returned
1138,220,2026-05-16,Completed
1139,72,2026-04-29,Completed
1140,413,2025-03-06,Completed
1141,180,2026-03-13,Returned
1142,306,2025-05-21,Returned
1143,166,2025-01-26,Completed
1144,294,2025-05-30,Completed
1145,461,2026-01-15,Completed
1146,493,2024-12-23,Cancelled
1147,142,2024-10-06,Completed
1148,444,2026-07-26,Completed
1149,75,2025-04-19,Completed
1150,390,2025-04-17,Cancelled
1151,73,2025-12-21,Returned
1152,138,2026-05-16,Cancelled
1153,232,2025-08-26,Completed
1154,407,2026-05-17,Completed
1155,264,2025-09-23,Completed
1156,480,2026-07-19,Completed
1157,487,2025-11-15,Cancelled
1158,298,2025-07-08,Completed
1159,375,2024-11-10,Cancelled
1160,341,2026-05-19,Completed
1161,408,2024-10-10,Returned
1162,112,2025-09-18,Cancelled
1163,254,2025-03-11,Completed
1164,425,2025-07-03,Completed
1165,281,2025-07-18,Returned
1166,290,2024-12-18,Cancelled
1167,458,2025-07-24,Completed
1168,51,2024-09-23,Cancelled
1169,64,2024-08-23,Completed
1170,234,2025-11-01,Completed
1171,104,2025-10-19,Completed
1172,155,2026-06-03,Completed
1173,48,2025-05-14,Completed
1174,43,2025-04-20,Completed
1175,463,2026-06-18,Completed
1176,203,2024-09-29,Completed
1177,387,2026-07-24,Completed
1178,336,2025-10-20,Completed
1179,49,2026-07-28,Completed
1180,245,2025-03-13,Completed
1181,304,2024-12-20,Completed
1182,349,2026-01-20,Cancelled
1183,5,2024-08-16,Completed
1184,441,2024-12-08,Cancelled
1185,68,2026-07-18,Cancelled
1186,118,2024-10-18,Cancelled
1187,375,2024-11-06,Completed
1188,161,2024-11-20,Completed
1189,71,2025-06-09,Cancelled
1190,329,2024-12-21,Completed
1191,272,2024-10-16,Returned
1192,313,2024-08-15,Completed
1193,180,2025-10-31,Completed
1194,384,2026-05-12,Completed
1195,316,2025-10-02,Cancelled
1196,45,2025-03-17,Completed
1197,386,2024-12-28,Completed
1198,374,2026-04-02,Cancelled
1199,494,2025-08-01,Cancelled
1200,406,2025-06-25,Completed
1201,142,2025-04-17,Completed
1202,284,2025-04-18,Returned
1203,370,2026-04-13,Returned
1204,399,2025-05-25,Completed
1205,449,2026-06-12,Completed
1206,266,2025-03-05,Returned
1207,97,2026-01-10,Cancelled
1208,331,2025-06-05,Completed
1209,254,2025-04-09,Cancelled
1210,124,2024-11-30,Cancelled
1211,305,2026-05-22,Completed
1212,456,2026-01-29,Completed
1213,479,2025-08-11,Completed
1214,199,2024-12-20,Returned
1215,188,2025-10-11,Returned
1216,89,2026-07-07,Cancelled
1217,9,2024-10-20,Returned
1218,8,2024-10-15,Completed
1219,21,2025-03-15,Completed
1220,260,2025-09-18,Completed
1221,365,2026-05-12,Returned
1222,217,2025-10-06,Cancelled
1223,328,2024-10-30,Returned
1224,316,2026-02-08,Completed
1225,43,2025-05-18,Completed
1226,262,2024-10-26,Completed
1227,275,2025-01-13,Completed
1228,301,2025-09-11,Completed
1229,358,2025-06-20,Cancelled
1230,30,2025-04-08,Completed
1231,474,2024-11-03,Cancelled
1232,233,2024-12-03,Returned
1233,29,2026-04-22,Completed
1234,380,2026-06-20,Completed
1235,7,2024-12-07,Completed
1236,6,2026-07-26,Completed
1237,488,2025-12-28,Completed
1238,265,2026-01-24,Completed
1239,191,2025-01-24,Completed
1240,376,2025-05-09,Completed
1241,172,2024-09-06,Cancelled
1242,269,2025-05-12,Completed
1243,365,2025-05-03,Returned
1244,40,2026-05-11,Cancelled
1245,262,2025-11-16,Completed
1246,256,2024-10-02,Returned
1247,189,2025-01-24,Completed
1248,396,2025-04-25,Completed
1249,346,2026-03-17,Completed
1250,380,2025-03-28,Returned
1251,23,2024-08-09,Completed
1252,24,2025-04-14,Cancelled
1253,197,2025-08-14,Completed
1254,477,2025-02-06,Completed
1255,412,2026-02-24,Cancelled
1256,165,2025-03-24,Completed
1257,469,2025-10-07,Completed
1258,423,2025-05-11,Completed
1259,191,2026-03-15,Completed
1260,345,2026-01-03,Completed
1261,115,2025-02-06,Returned
1262,489,2024-09-23,Cancelled
1263,450,2024-10-16,Cancelled
1264,397,2025-05-23,Completed
1265,45,2025-07-08,Returned
1266,5,2025-11-17,Completed
1267,150,2025-02-28,Returned
1268,379,2025-06-14,Returned
1269,238,2025-04-12,Completed
1270,498,2026-04-04,Cancelled
1271,376,2025-02-23,Returned
1272,78,2025-04-15,Completed
1273,13,2025-09-30,Completed
1274,178,2026-02-12,Completed
1275,1,2025-07-16,Cancelled
1276,54,2025-06-17,Completed
1277,122,2026-01-31,Cancelled
1278,493,2025-12-23,Completed
1279,365,2024-12-30,Completed
1280,23,2024-11-10,Completed
1281,212,2026-01-21,Completed
1282,499,2025-11-19,Completed
1283,49,2026-03-24,Returned
1284,327,2024-12-21,Cancelled
1285,304,2024-10-22,Returned
1286,223,2024-10-09,Completed
1287,150,2025-04-06,Completed
1288,475,2025-06-25,Cancelled
1289,426,2026-07-25,Completed
1290,232,2025-06-28,Completed
1291,39,2025-04-03,Completed
1292,400,2024-12-24,Returned
1293,80,2024-11-26,Completed
1294,231,2025-01-22,Cancelled
1295,209,2025-06-24,Completed
1296,184,2026-02-06,Completed
1297,158,2025-11-12,Cancelled
1298,437,2025-05-05,Completed
1299,81,2024-11-07,Completed
1300,357,2026-07-29,Returned
1301,111,2024-09-17,Completed
1302,47,2025-01-05,Completed
1303,203,2025-08-06,Returned
1304,347,2024-09-26,Completed
1305,420,2025-04-30,Completed
1306,488,2024-09-07,Cancelled
1307,285,2025-11-13,Returned
1308,49,2025-04-19,Cancelled
1309,412,2024-11-19,Completed
1310,7,2024-12-09,Completed
1311,67,2025-03-22,Completed
1312,191,2025-09-21,Completed
1313,301,2026-03-26,Completed
1314,12,2024-10-22,Completed
1315,463,2025-02-25,Cancelled
1316,48,2024-12-16,Completed
1317,22,2024-12-10,Cancelled
1318,87,2024-09-27,Returned
1319,421,2025-10-24,Cancelled
1320,16,2025-12-28,Cancelled
1321,219,2026-07-07,Completed
1322,110,2025-08-04,Completed
1323,144,2025-05-15,Cancelled
1324,18,2025-01-06,Returned
1325,316,2026-05-03,Completed
1326,152,2026-05-31,Cancelled
1327,452,2025-10-02,Returned
1328,32,2025-12-10,Completed
1329,197,2025-05-20,Completed
1330,103,2025-10-10,Returned
1331,323,2025-04-19,Returned
1332,196,2024-08-26,Completed
1333,279,2025-12-11,Cancelled
1334,468,2025-07-25,Returned
1335,165,2026-01-03,Cancelled
1336,93,2025-05-10,Completed
1337,306,2025-06-29,Completed
1338,459,2024-09-06,Completed
1339,415,2024-10-05,Cancelled
1340,184,2026-01-31,Returned
1341,499,2025-04-02,Completed
1342,127,2024-11-17,Completed
1343,274,2025-05-06,Completed
1344,295,2025-03-19,Cancelled
1345,479,2025-08-05,Completed
1346,122,2025-02-03,Returned
1347,413,2025-06-28,Completed
1348,15,2026-04-04,Completed
1349,289,2026-03-11,Completed
1350,486,2026-03-06,Completed
1351,278,2025-12-24,Completed
1352,252,2025-02-02,Completed
1353,29,2024-11-07,Completed
1354,113,2026-04-15,Completed
1355,245,2026-01-28,Completed
1356,470,2025-07-12,Returned
1357,413,2025-03-01,Completed
1358,368,2025-07-21,Completed
1359,31,2025-07-04,Completed
1360,301,2025-01-05,Completed
1361,434,2024-11-28,Returned
1362,492,2025-08-15,Completed
1363,361,2025-08-24,Cancelled
1364,52,2026-03-30,Completed
1365,166,2025-06-12,Completed
1366,375,2025-01-15,Cancelled
1367,492,2026-05-23,Cancelled
1368,163,2026-06-02,Completed
1369,496,2026-08-01,Returned
1370,456,2026-07-18,Returned
1371,115,2025-08-07,Returned
1372,194,2025-02-02,Completed
1373,151,2026-07-13,Completed
1374,374,2025-02-04,Completed
1375,486,2026-07-26,Returned
1376,436,2025-09-11,Returned
1377,94,2024-09-09,Returned
1378,472,2025-06-28,Returned
1379,328,2025-03-21,Returned
1380,480,2024-11-21,Cancelled
1381,170,2024-12-29,Completed
1382,178,2025-04-07,Completed
1383,326,2025-01-25,Completed
1384,344,2026-08-02,Completed
1385,6,2025-11-07,Completed
1386,128,2025-03-09,Completed
1387,132,2025-07-31,Completed
1388,25,2024-08-08,Cancelled
1389,376,2025-10-29,Cancelled
1390,453,2025-01-24,Cancelled
1391,452,2025-12-24,Cancelled
1392,280,2025-08-01,Cancelled
1393,425,2024-11-18,Cancelled
1394,334,2026-03-21,Completed
1395,232,2025-01-20,Completed
1396,151,2024-09-10,Completed
1397,134,2025-06-29,Completed
1398,176,2024-10-21,Completed
1399,83,2025-08-26,Completed
1400,483,2026-02-18,Completed
1401,305,2025-07-19,Returned
1402,361,2025-12-14,Completed
1403,483,2025-10-22,Completed
1404,456,2026-04-20,Cancelled
1405,28,2025-01-14,Completed
1406,106,2025-07-12,Completed
1407,357,2025-09-30,Returned
1408,136,2026-02-11,Completed
1409,122,2025-06-07,Completed
1410,202,2024-09-26,Returned
1411,431,2026-02-20,Cancelled
1412,28,2025-01-11,Completed
1413,219,2024-08-10,Completed
1414,422,2025-06-04,Returned
1415,103,2025-12-11,Completed
1416,106,2024-09-02,Completed
1417,150,2026-05-22,Completed
1418,433,2025-12-04,Completed
1419,402,2025-06-18,Cancelled
1420,251,2025-12-02,Completed
1421,329,2024-11-08,Returned
1422,95,2025-09-07,Completed
1423,190,2025-09-01,Completed
1424,23,2025-11-06,Completed
1425,239,2025-10-31,Completed
1426,429,2025-03-26,Completed
1427,32,2026-03-07,Completed
1428,342,2026-07-21,Completed
1429,343,2024-11-02,Completed
1430,212,2026-02-12,Returned
1431,284,2025-03-27,Completed
1432,420,2025-09-07,Returned
1433,495,2025-10-09,Returned
1434,444,2026-07-11,Cancelled
1435,452,2026-03-16,Completed
1436,154,2025-12-07,Completed
1437,463,2025-09-15,Completed
1438,293,2026-01-03,Returned
1439,347,2026-03-15,Returned
1440,62,2025-01-04,Cancelled
1441,486,2025-01-31,Completed
1442,414,2025-03-11,Completed
1443,22,2024-12-14,Cancelled
1444,350,2024-10-26,Cancelled
1445,422,2025-03-01,Completed
1446,133,2026-04-08,Completed
1447,45,2024-10-14,Cancelled
1448,204,2026-02-27,Returned
1449,439,2025-07-06,Completed
1450,235,2026-01-21,Completed
1451,320,2026-07-25,Returned
1452,401,2026-01-24,Cancelled
1453,213,2024-11-30,Completed
1454,291,2025-01-05,Returned
1455,389,2026-03-26,Completed
1456,289,2024-11-23,Completed
1457,445,2025-05-26,Returned
1458,450,2025-07-25,Cancelled
1459,197,2025-05-04,Cancelled
1460,312,2026-03-15,Cancelled
1461,89,2024-09-14,Completed
1462,74,2025-09-23,Returned
1463,349,2026-04-22,Cancelled
1464,203,2024-09-15,Completed
1465,122,2026-07-15,Completed
1466,472,2025-12-06,Completed
1467,11,2025-08-23,Completed
1468,160,2025-06-13,Completed
1469,440,2025-12-23,Completed
1470,69,2025-03-28,Completed
1471,397,2025-11-03,Completed
1472,374,2025-05-09,Cancelled
1473,331,2026-04-18,Completed
1474,227,2025-02-15,Completed
1475,380,2025-09-27,Cancelled
1476,445,2026-01-17,Completed
1477,264,2024-10-03,Completed
1478,160,2024-10-13,Returned
1479,70,2025-09-24,Returned
1480,15,2026-03-12,Completed
1481,449,2025-02-20,Completed
1482,128,2024-10-05,Completed
1483,26,2025-11-17,Completed
1484,102,2026-07-29,Completed
1485,422,2025-08-19,Cancelled
1486,204,2026-01-06,Completed
1487,16,2026-07-05,Completed
1488,251,2025-08-23,Returned
1489,91,2025-11-06,Cancelled
1490,283,2026-03-30,Completed
1491,84,2025-07-25,Completed
1492,47,2026-07-13,Completed
1493,198,2024-09-04,Completed
1494,438,2025-01-20,Returned
1495,439,2025-03-14,Completed
1496,116,2026-05-31,Completed
1497,334,2025-05-09,Cancelled
1498,11,2026-01-14,Completed
1499,467,2025-12-05,Completed
1500,89,2026-05-31,Returned
1501,115,2024-08-15,Completed
1502,413,2026-04-21,Completed
1503,496,2026-08-06,Completed
1504,459,2025-10-14,Cancelled
1505,236,2025-07-30,Completed
1506,239,2025-03-18,Completed
1507,267,2026-07-01,Returned
1508,300,2025-09-17,Completed
1509,262,2024-08-14,Completed
1510,332,2026-03-04,Returned
1511,145,2026-04-22,Completed
1512,56,2026-07-08,Cancelled
1513,173,2024-10-11,Completed
1514,167,2026-05-24,Completed
1515,336,2025-05-01,Completed
1516,77,2025-02-15,Returned
1517,461,2025-04-10,Completed
1518,207,2026-04-13,Completed
1519,72,2026-07-05,Completed
1520,255,2026-06-09,Completed
1521,465,2025-04-29,Cancelled
1522,199,2025-09-25,Completed
1523,363,2026-03-27,Returned
1524,176,2025-02-17,Completed
1525,274,2026-07-10,Cancelled
1526,184,2026-06-25,Returned
1527,433,2025-06-10,Completed
1528,449,2026-06-11,Returned
1529,151,2025-02-08,Completed
1530,66,2025-12-02,Completed
1531,391,2026-03-02,Completed
1532,461,2026-07-04,Completed
1533,46,2026-06-08,Completed
1534,115,2025-08-05,Completed
1535,404,2025-10-11,Completed
1536,134,2025-08-22,Returned
1537,238,2025-06-04,Completed
1538,28,2025-12-01,Returned
1539,484,2026-03-24,Returned
1540,242,2024-10-18,Completed
1541,62,2026-01-01,Cancelled
1542,153,2026-01-31,Cancelled
1543,446,2024-10-01,Completed
1544,103,2024-12-25,Completed
1545,292,2025-09-30,Cancelled
1546,162,2024-12-31,Completed
1547,250,2024-10-28,Completed
1548,91,2026-05-15,Completed
1549,30,2026-05-18,Completed
1550,141,2025-11-12,Completed
1551,296,2025-01-26,Completed
1552,403,2025-12-21,Completed
1553,315,2024-12-17,Cancelled
1554,220,2026-05-17,Cancelled
1555,495,2025-10-20,Cancelled
1556,3,2025-09-03,Completed
1557,103,2026-02-04,Completed
1558,457,2024-08-21,Completed
1559,98,2026-02-01,Completed
1560,3,2026-06-30,Completed
1561,356,2025-03-26,Completed
1562,67,2025-06-22,Completed
1563,258,2025-09-03,Returned
1564,86,2025-06-16,Completed
1565,153,2024-09-22,Completed
1566,373,2025-11-16,Returned
1567,269,2026-04-09,Completed
1568,455,2025-10-25,Completed
1569,462,2025-07-23,Cancelled
1570,385,2025-08-09,Completed
1571,486,2025-01-22,Cancelled
1572,117,2024-08-26,Completed
1573,109,2024-12-19,Completed
1574,259,2026-04-02,Completed
1575,188,2024-12-11,Completed
1576,449,2025-08-26,Completed
1577,320,2026-02-05,Completed
1578,25,2026-04-07,Completed
1579,429,2026-06-07,Completed
1580,354,2024-09-25,Completed
1581,228,2025-10-07,Cancelled
1582,281,2024-12-11,Completed
1583,360,2025-12-05,Completed
1584,356,2025-03-05,Completed
1585,216,2025-06-11,Completed
1586,267,2026-06-16,Completed
1587,311,2026-05-06,Completed
1588,426,2025-10-09,Completed
1589,369,2026-01-12,Returned
1590,145,2024-12-05,Completed
1591,255,2024-11-23,Completed
1592,103,2026-04-22,Completed
1593,499,2026-01-24,Completed
1594,361,2025-08-08,Cancelled
1595,83,2025-06-05,Completed
1596,255,2026-02-19,Completed
1597,478,2026-07-12,Cancelled
1598,121,2025-07-11,Completed
1599,344,2024-08-20,Completed
1600,428,2024-11-28,Returned
1601,253,2026-06-23,Completed
1602,400,2024-11-07,Returned
1603,371,2024-10-22,Completed
1604,330,2025-04-26,Completed
1605,152,2025-11-17,Completed
1606,26,2025-11-25,Completed
1607,448,2025-02-01,Completed
1608,185,2025-05-31,Completed
1609,379,2025-10-17,Completed
1610,436,2024-11-12,Completed
1611,437,2024-08-16,Completed
1612,332,2026-06-17,Completed
1613,184,2025-07-09,Cancelled
1614,138,2026-05-05,Completed
1615,418,2025-08-23,Completed
1616,59,2025-02-10,Cancelled
1617,493,2025-09-20,Cancelled
1618,428,2025-05-12,Cancelled
1619,436,2026-07-14,Cancelled
1620,333,2025-10-12,Completed
1621,68,2024-11-30,Completed
1622,54,2025-01-17,Cancelled
1623,248,2026-04-03,Returned
1624,225,2026-07-02,Completed
1625,195,2026-04-24,Completed
1626,15,2026-04-25,Completed
1627,472,2025-12-14,Cancelled
1628,455,2024-11-30,Cancelled
1629,24,2025-11-01,Completed
1630,336,2025-05-01,Completed
1631,361,2024-08-19,Returned
1632,371,2026-03-20,Returned
1633,490,2025-03-24,Completed
1634,268,2026-01-20,Returned
1635,222,2024-11-12,Completed
1636,178,2025-12-13,Cancelled
1637,430,2025-01-06,Returned
1638,28,2026-04-26,Completed
1639,479,2026-05-27,Completed
1640,435,2026-01-06,Cancelled
1641,446,2025-12-27,Completed
1642,385,2024-10-22,Cancelled
1643,124,2025-07-01,Completed
1644,26,2025-05-18,Returned
1645,282,2025-03-23,Cancelled
1646,419,2025-09-23,Completed
1647,236,2024-10-26,Cancelled
1648,230,2026-03-16,Completed
1649,229,2025-12-30,Completed
1650,255,2024-12-06,Completed
1651,207,2024-11-20,Cancelled
1652,286,2024-09-12,Returned
1653,423,2024-08-07,Completed
1654,494,2026-04-17,Returned
1655,156,2026-05-21,Returned
1656,106,2026-03-05,Cancelled
1657,187,2025-07-22,Completed
1658,433,2025-03-23,Cancelled
1659,287,2025-07-12,Returned
1660,243,2026-04-13,Completed
1661,59,2025-11-13,Completed
1662,114,2026-06-12,Completed
1663,182,2025-07-22,Completed
1664,268,2026-02-18,Completed
1665,55,2026-07-26,Completed
1666,253,2025-01-22,Completed
1667,55,2025-09-30,Completed
1668,101,2026-04-24,Completed
1669,477,2024-12-08,Cancelled
1670,235,2025-03-15,Completed
1671,56,2025-07-19,Cancelled
1672,475,2024-09-23,Returned
1673,396,2024-12-11,Cancelled
1674,338,2025-11-18,Returned
1675,69,2026-01-05,Cancelled
1676,272,2024-08-11,Completed
1677,479,2026-02-24,Cancelled
1678,248,2026-03-29,Returned
1679,355,2025-02-04,Returned
1680,375,2025-01-31,Completed
1681,199,2024-11-21,Returned
1682,452,2026-04-19,Completed
1683,452,2026-01-05,Cancelled
1684,312,2025-10-09,Completed
1685,204,2025-05-14,Completed
1686,232,2025-06-04,Completed
1687,212,2024-12-26,Returned
1688,454,2026-07-24,Returned
1689,432,2025-06-09,Returned
1690,365,2025-06-24,Returned
1691,112,2026-05-16,Completed
1692,320,2025-03-09,Completed
1693,177,2026-07-11,Completed
1694,333,2026-08-04,Completed
1695,278,2026-01-04,Completed
1696,60,2026-08-04,Completed
1697,246,2026-03-05,Returned
1698,483,2026-03-14,Cancelled
1699,383,2026-06-28,Returned
1700,450,2025-05-26,Cancelled
1701,268,2024-08-20,Completed
1702,196,2024-09-01,Completed
1703,344,2024-09-30,Completed
1704,137,2025-02-27,Completed
1705,350,2025-05-27,Completed
1706,430,2025-01-03,Completed
1707,402,2026-07-15,Completed
1708,386,2025-03-03,Returned
1709,184,2024-09-09,Cancelled
1710,316,2024-11-19,Returned
1711,381,2025-03-24,Returned
1712,122,2025-09-09,Returned
1713,148,2026-07-20,Completed
1714,199,2025-09-01,Cancelled
1715,161,2026-07-09,Returned
1716,7,2024-10-01,Completed
1717,318,2025-03-02,Cancelled
1718,467,2025-03-25,Completed
1719,280,2026-04-01,Returned
1720,398,2025-02-24,Completed
1721,230,2025-06-04,Completed
1722,39,2026-07-07,Completed
1723,377,2025-01-31,Returned
1724,194,2024-12-07,Completed
1725,143,2025-10-19,Returned
1726,67,2025-05-04,Completed
1727,434,2026-03-28,Completed
1728,170,2024-08-12,Cancelled
1729,480,2026-08-03,Completed
1730,79,2024-09-16,Completed
1731,27,2026-04-10,Returned
1732,155,2026-06-15,Cancelled
1733,282,2026-03-16,Completed
1734,402,2024-10-20,Completed
1735,113,2026-01-27,Completed
1736,35,2026-01-22,Returned
1737,213,2025-01-17,Returned
1738,207,2026-02-07,Completed
1739,114,2025-07-30,Completed
1740,170,2026-06-17,Completed
1741,151,2025-08-11,Completed
1742,272,2026-05-02,Cancelled
1743,422,2026-03-04,Completed
1744,343,2024-12-02,Completed
1745,124,2025-11-06,Returned
1746,125,2026-05-05,Completed
1747,454,2026-07-06,Completed
1748,469,2025-09-01,Completed
1749,132,2025-09-06,Returned
1750,13,2025-05-23,Returned
1751,264,2025-08-25,Returned
1752,250,2025-11-06,Completed
1753,460,2025-06-06,Completed
1754,264,2025-07-01,Completed
1755,86,2024-11-13,Returned
1756,4,2026-02-04,Completed
1757,344,2025-03-10,Completed
1758,218,2026-07-09,Completed
1759,276,2025-03-05,Cancelled
1760,419,2026-05-31,Completed
1761,79,2026-07-10,Completed
1762,368,2025-11-20,Completed
1763,45,2024-09-14,Completed
